,1,0
"Pretendemos definir com o máximo rigor os custos médios de cada estudante, conforme a região onde se encontra, pois actualmente não existem dados concretos sobre o assunto, esclareceu Miguel Rodrigues, que é também presidente da Associação Académica da Universidade de Aveiro.",expl,1
"Procurei na última semana contactar o presidente da concelhia socialista, mas, encontrava-se no estrangeiro, espero vir a concretizar esse contacto ainda esta semana conclui Carlos Arrojado.",expl,1
"Profissionais com longa experiência em cargos gerenciais e administrativos devem se preocupar, ao fazer o currículo, em mostrar a essência da carreira, resumindo suas conquistas e realizações.",expl,1
Prometer inflação zero extrapola o domínio daquilo que a autoridade monetária pode se comprometer a fazer,expl,1
"Pérez enfrentou duas tentativas de golpe militar e, a exemplo de Fernando Collor, acabou sofrendo impeachment por corrupção e, hoje, encontra-se numa cela à espera de julgamento.",expl,1
QUADRINHISTAS DO BRASIL inteiro se reúnem entre sexta-feira e domingo em Araxá MG.,expl,1
"Quando Guímaro foi detido, na sequência de um processo desencadeado com base em denúncias anónimas feitas para a Federação Portuguesa de Futebol e Polícia Judiciária, desde logo se levantou uma questão:",nsubj,1
"Quando a advogada lhe perguntou porque é que o carro dos portugueses não teria sido interceptado, Cardiell afirmou que pensava estarem combinados com a polícia, tendo em conta a forma como as coisas se passaram.",expl,1
"Quando a gente se diz engajado, corre o risco de evocar modelos anteriores e o engajamento hoje deve encontrar formas novas.",expl,1
"Quando folheávamos os livros acabados de sair, Miller Guerra lembrou-se, a propósito da situação política actual, de uma frase de Camus  É preciso imaginar o Sísifo ditoso  e acrescentou que a democracia tem este aspecto:",expl,1
"Quando me convenci que todos os esforços para tomar o aquartelamento se haviam tornado perfeitamente fúteis, comecei a retirar os nossos homens em grupos de oito e dez.",expl,1
"Quando se descobriram os vestígios arqueológicos, fez um protocolo com o Ippar [ Instituto Português do Património Arquitectónico e Arqueológico ], porque não percebia da matéria.",expl,1
"Rua onde ainda hoje se concentram algumas das mais antigas casas de mármores e cantaria da cidade,a Avenida de Rodrigues de Freitas conta ainda com duas instituições de especial relevo para a história da cidade,descontado o já referido recolhimento para órfãs: a Biblioteca Pública Municipal do Porto cuja fachada lateral está voltada para a Rua de D. João IV e para o Jardim de Marques de Oliveira vulgo de S. Lázaroe a Escola Superior de Belas-artes do Porto.",expl,1
"Sabe que se não chegar a acordo, é chumbado.",mark,1
"Sabe-se lá até onde poderia ter ido, deslizando pelo piso molhado da Rua das Flores.",nsubj,1
"Segundo Rosa, nutricionista e professora da PUC de Campinas, junto com os alimentos se ingerem e digerem afetos.",expl,1
"Se os chefes militares, actualmente, despacham com o ministro de 15 em 15 dias, farão o mesmo com o primeiro-ministro e o secretário de Estado governa o Ministério.",mark,1
"Se parti, foi porque para mim, como para todos os outros cabo-verdianos, só havia uma escolha: ficar e morrer à fome ou partir, não importa para onde, para onde pudesse encontrar trabalho e boas condições para sustentar a minha família.",mark,1
"Se podemos nos orgulhar de nosso futebol, não podemos dizer o mesmo dos nossos árbitros, aqui representados exatamente por Marsiglia.",mark,1
"Se sentir que há um desejo coletivo, ele vai encaminhar as emendas constitucionais, disse Luiz Henrique após uma hora de conversa com Itamar, ontem, no Planalto.",mark,1
"Se separar as opiniões conforme a característica do entrevistado, terá verificado igualmente que todos os empresários ouvidos são a favor.",mark,1
"Se todos conseguirem ser eleitos, quase metade 43% dos vereadores paulistanos vão trocar de Casa Legislativa.",mark,1
"Se vai conseguir, é outro problema.",mark,1
"Se vencermos esses quatro jogos, chegaremos a 80% de aproveitamento dos pontos disputados.",mark,1
"Se você tentar medi-lo, estará enxergando apenas seu reflexo, como a da lua em um lago; não estará percorrendo seu caminho.",mark,1
"Segue-se a reunião com o secretário-geral do partido no poder RCD, Rassemblement Constitutionnel Democratique, Liga Constitucional Democrática, e a entrevista com o ministro de Estado e do Interior, Abdallah Kallel, tido como braço direito do Presidente e o número dois do Governo.",expl,1
"Seguir-se-ia uma recuperação de grande categoria, na qual alcançou cinco birdies, o que lhe permitiu manter as aspirações a um lugar entre os 65 finalistas dos dois derradeiros dias da competição.",expl,1
"Segundo Arnaldo Leite, coordenador do Programa de Capacitação Gerencial do Sebrae Serviço Brasileiro de Apoio às Micro e Pequenas Empresas, o programa se distingue de similares de outros Estados por ter aval prévio do Tribunal de Contas.",expl,1
"Segundo a Comissão de Afectados pela Barragem do Lindoso, entidade promotora da concentração, o objectivo perseguido mantém-se: prosseguir no seu protesto contra o que entendem ser uma atitude de chantagem da EDP.",expl,1
"Sabe-se que o hemisfério direito também é essencial para funções mentais de altíssimo nível, tais como o raciocínio, a memória, o reconhecimento dos rostos, das melodias musicais, etc.",nsubj,1
"Segundo a tesoureira da campanha de Lula, Tatau Godinho, os custos se resumem à passagem aérea, já que o candidato ficou hospedado na casa do embaixador do Brasil na África do Sul, Antônio Amaral de Sampaio.",expl,1
"Segundo as autoridades, não está excluída a possibilidade de que os raptores se dirijam para França.",expl,1
"Segundo o acordo estabelecido, a TV Cabo Mondego, que entrou já em força no mercado local de assinantes, utiliza as fibras ópticas da rede telefónica já instaladas pela Portugal Telecom, enquanto a Pluricanal se servirá, mediante uma comparticipação financeira, das condutas do gás natural.",expl,1
"Segundo o assessor científico do primeiro-ministro indiano, Atal Behari Valpayee, trata-se de um Agni melhorado, com um alcance de 2500 metros, num estado avançado de desenvolvimento e cuja produção já recebeu a aprovação do Governo.",expl,1
"Segundo o médico Flávio Pozzuto, as funções neurológicas do torcedor se mantêm sem alteração ele respira com ajuda de aparelhos.",expl,1
"Segundo o presidente da empresa, Kenzo Tsujimoto, o que se ganha na produção do filme é o conhecimento e a experiência de que a Capcom necessita para fazer videojogos no futuro.",nsubj,1
"Segundo responsáveis do clube aveirense, Mike Smith apresentou-se em deficientes condições físicas e sem ritmo competitivo.",obj,1
"Segundo se julga, o cinema foi licenciado para exibição de filmes e não para culto, defende.",nsubj,1
"Sempre quero ver se têm prisões que cheguem para lá meter dentro 500 mineiros!, diz Manuel Vasconcelos.",mark,1
"Sendo a fotografia um lugar de registo dos corpos, parece que, este ano, do conjunto de exposições se desprende mais uma atitude de registo, a participação do fotógrafo na construção e selecção da imagem do que a afirmação das próprias imagens, do seu corpo.",expl,1
"Sentados a uma mesa trapezoidal encontravam-se cinco indivíduos de grand boubou [ vestimenta muçulmana ] até aos pés, com os seus gorros típicos, todos muito grandes e com ar sério.",expl,1
"Seria necessária uma nova conferência intergovernamental sobre a União Política Europeia mesmo antes da revisão do Tratado, agendada para 1996 e, em seu entender, o alargamento da Comunidade aconselharia a que esta se dotasse de uma verdadeira constituição com metas e com princípios.",expl,1
"Se os Quinze conseguirem resolver estes três problemas, resta apenas à cimeira de Madrid escolher o nome da moeda única, tendo em conta que a denominação ecu, expressa no Tratado de Maastricht, é rejeitada pela Alemanha, que prefere euro.",mark,1
"Se o seu último disco, Feels Like Rain, já garantia a proximidade da ressurreição, Slippin In confirma-a.",mark,1
"Se o mínimo sofrer alteração, a Constituição determina que as aposentadorias também sejam revistas.",mark,1
Se o jogo terminasse 6 a 0 no primeiro tempo não seria mais que o fiel espelho da partida.,mark,1
"Sabendo antecipadamente o grau hierárquico da personalidade que vai actuar, fazem-se representar em conformidade.",expl,1
"Saddam Hussein regozija-se com o derrube de Gorbatchov; Kadhafi, da Líbia, fará o mesmo.",expl,1
"Se Roseana, os senadores, deputados e prefeitos estão me apoiando não é porque tenhamos firmado qualquer compromisso pessoal.",mark,1
"Se a Bienal for até o dia 11 de dezembro, deverá ter um público total de no máximo 250 mil pagantes, além de quase 200 mil crianças, seguindo a projeção.",mark,1
"Se a Federação Internacional do Automóvel, que já aprovou os planos de alteração ao circuito, aceder aos sonhos dos chineses, estes garantem a presença de 200 mil espectadores.",mark,1
"Se a isto acrescentarmos o que está a ser perdido passageiros e mercadorias na TAP, mercadorias na Portline e na Transinsular, dormidas nos hotéis Hotti e 24 de Setembro, operações na banca Banco Internacional da Guiné-Bissau e Totta & Açores, turistas nos clubes de caça como o de Capé --, as verbas perdidas causarão vertigens.",mark,1
"Se a primeira volta das eleições foi marcada por um inenarrável caos organizativo, a segunda correu relativamente bem.",mark,1
"Se a vacância ocorresse nos últimos dois anos de mandato, a eleição seria feita pelo Congresso, em 30 dias.",mark,1
"Se abordo este tema aqui não é para arriscar-me na análise política, coisa que outros farão melhor do que eu.",mark,1
"Se ele apresentou esta solução para resolver aquelas dívidas,é porque deve ser uma boa solução,rematou.",mark,1
"Se eles não substituírem o pessoal, vão estar praticando desobediência judicial, disse Fortes.",mark,1
"Se eu dirigisse uma federação, apresentaria balanços mensais e liberaria minhas contas bancárias.",mark,1
"Se for aprovada a versão final do anteprojecto de lei de liberdade religiosa que hoje será apresentada publicamente --, os crentes que o desejarem podem passar a indicar que destino pretendem para uma quota equivalente a 0,5 por cento do imposto sobre o rendimento das pessoas singulares IRS.",mark,1
"Se for necessário, esse prazo será prorrogado.",mark,1
"Se hoje tiver de fazer e dizer o que disse, não hesitarei.",mark,1
"Se isso der certo, o Lessa joga no lixo sua credibilidade, mas sem Bulhões ele fica sem apoio no interior e perde a eleição.",mark,1
"Se isso fica uma vez mais reiterado em Memoribilia, a compilação dos seus êxitos a solo e nos Soft Cell, que parcialmente regravou para o efeito, também é visível que nos respectivos novos vídeos colados às antigas canções qualquer coisa mudou em Almond.",mark,1
"Se isso será cumprido na prática, só o tempo dirá.",mark,1
"Se na primeira metada da década de 80 o balanço dos confrontos entre os dois eternos rivais era francamente equilibrado, na segunda metade da mesma década - excepção feita aos fabulosos 7-1 com que o Sporting venceu o Benfica na tarde de 14 de Dezembro de 1986, em Alvalade - os encarnados foram ganhando vantagem neste muito especial campeonato entre as equipas da Luz e de Alvalade.",mark,1
"Se nos tinham localizado, podiam ter actuado quando ainda estávamos com os portugueses, afirmou.",mark,1
"Se não fizéssemos isso, os jogadores sofreriam mais.",mark,1
"Se não houver, de facto, uma substancial alteração na conduta dos centros de saúde nesta área, a saúde escolar tenderá a ser o que já é fora dos concelhos de Lisboa, Coimbra e Porto: a medicina curativa das urgências hospitalares, a que os pais recorrem quando o filho está doente.",mark,1
"Se não, repita os passos 3 a 5 variando o que quiser até conseguir alguma coisa interessante.",mark,1
"Se o acordo for cumprido, tal como ele foi escrito, a consequência vai ser mais recessão, maior aperto.",mark,1
"Se o inquilino conseguir um bom desconto na hora da mudança do aluguel de cruzeiros reais para URV é negócio para ele, diz.",mark,1
"Netanyahu garantiu ao Presidente sírio, Hafez Assad, que encontrará nos israelitas parceiros razoáveis e cooperantes se escolher o caminho da paz.",mark,1
"Nestes últimos dias, os bracarenses apenas têm estudado pormenores do jogo, pois, quando duas equipas de nível semelhante se encontram, os pormenores é que decidem, reforçou Donner, que vai iniciar o jogo com uma defesa 3x2x1, agressiva quanto baste.",expl,1
"Neste último caso, o destaque vai para um filme de guerra, Jornada Trágica, que terá menos a ver com o conflito a que se referia do que com o western ou a floresta de Sherwood.",expl,1
"Caio Gorentzvaig, cotista da Petroplastic, disse que o arresto cairá automaticamente quando seu pai, Boris, se der por citado e oferecer bens imóveis à penhora.",expl,1
"Atrasos que, segundo as informações recolhidas junto dos balcões da TAP e da ANA, não se deviam à greve dos pilotos, mas ao elevado volume de tráfego e a um elemento que tem mais poder sobre os céus que os pilotos: o nevoeiro.",expl,1
"Até as 20h, ele não havia se pronunciado sobre a extensão da medida também aos trabalhos da revisão.",expl,1
"Até o final da tarde de ontem, nenhum dos partidos da Nova Força havia se manifestado sobre o assunto.",expl,1
"Balladur nasceu em Esmirna Turquia, em 1929, e formou-se na Escola Nacional de Administração, de onde saiu a elite da função pública francesa.",expl,1
"Barbosa de Melo foi sensível às reclamações de alguns parlamentares da maioria que a ele se dirigiram pondo em causa tais descontos sem deles terem sido previamente informados e, segundo o PÚBLICO apurou, admitiu mesmo vir a solicitar um parecer à Procuradoria Geral da República.",expl,1
"Bateu-se bem, ganhou-lhes muitos lances e anulou o flanco esquerdo do ataque dos visitantes, mas acabou por ver o remate decisivo da partida tabelar no seu corpo antes de a bola chegar às redes.",obj,1
"Bem vistas as coisas, os portugueses dificilmente compreenderiam o facto de serem agora chamados a pronunciar-se sobre algo que há muito foi decidido à sua revelia.",expl,1
Blatter disse que o Comitê não levou em consideração o fato do jogador ter se desculpado e comparecido ao hospital para visitar o norte-americano Tab Ramos.,obj,1
"Brennan e Laurent Filipe revelam uma maior segurança instrumental, a bateria de Acácio Salero visiense apostado em desmentir a macrocefalia nacional que no jazz é pouco menos do que ditatorial mantém um grau de atenção ao que se passa à sua volta absolutamente indispensável à afirmação de qualquer bom jazzman, e o contrabaixo de David Gausden, embora fraquejando quando lhe compete marcar o sentido da marcha, cumpre razoavelmente a sua função colectiva.",expl,1
Burlões aproveitam-se do Kuwait,expl,1
"Bush só poderá ganhar as eleições presidenciais se fizer cair Saddam Hussein, vaticinam os analistas políticos.",mark,1
Cada um dos acusados arrisca-se agora a uma pena máxima de cinco anos de prisão e a uma multa que pode ir até aos 250 mil dólares 45 mil contos.,obj,1
Casa Branca distancia-se de Carter,obj,1
"Assinale-se ainda a presença de um stand da Christies no espaço da mostra, bem como de um avaliador oficial daquela leiloeira inglesa.",expl,1
"Caso a opção seja pelo aparelho multiuso, o comprador deve checar se o produto tem assistência técnica, diz ela.",mark,1
Casos semelhantes a este são frequentes nas corridas de estrada que se efectuam em Portugal e dificultam e falseiam a elaboração das classificações individuais e colectivas.,expl,1
Cavaco queixa-se do Semanário,expl,1
"Cerca de três centenas de trabalhadores municipais manifestaram-se ontem diante da Câmara Municipal de Sintra, exigindo da presidente socialista Edite Estrela o pagamento das horas extraordinárias e das ajudas de custo e a reposição do subsídio de insalubridade, penosidade e risco.",expl,1
"Cerimónia e combate em que a mística grotowski-barbiana, as artes marciais orientais, a música e a poesia italiana e um projecto intercultural se cruzam em boa harmonia.",expl,1
Chega de violência/ Quero ver é gol de placa/ Todo mundo se dá mal/ Por meia dúzia de babacas.,expl,1
Chegou a pensar-se numa consulta genuína,nsubj,1
"Chiles, que pertence ao Partido Democrata e ao mesmo grupo neoconservador que ajudou Bill Clinton a chegar à Casa Branca, vai tentar se reeleger em novembro deste ano.",expl,1
"Cinco desses aparelhos estão equipados com um sistema de iluminação, para que a entrada nocturna de embarcações se possa fazer com toda a segurança.",expl,1
Ciro não quis confirmar se a TR Taxa Referencial deixará de corrigir esses financiamentos.,mark,1
"Claro que se evoca aqui um amor justo e totalmente abrangente, com base em regras éticas universais.",nsubj,1
Collor sai para jantar e se assusta com flashes,expl,1
"Atitude basicamente budista em relação a todas as coisas da vida, porque as desagradáveis causam repulsa, e as agradáveis tristeza quando já se as não tem.",nsubj,1
"Assim, todas as palavras com que Mateus Manuel Wiborg contribui para as conversas de caserna anunciam ou recordam o estupro e o assassínio de Sandra, bem como o suicídio com que ele se vai autopunir no final do espectáculo.",expl,1
"Aos saltimbancos, bombos e gigantones juntar-se-ão, ao longo dos vários dias de festa, a música, o malabarismo, animações de fogo, teatro e fantoches.",obj,1
As coisas animam-se decididamente com Crocodile rock de Elton John.,obj,1
"Apesar de a economia norte-americana estar a dar mostras de um arrefecimento, as acções cotadas em Wall Street continuam a valorizar-se de uma forma progressiva e continuada.",expl,1
"Apesar de em Brcko, 54 quilómetros a noroeste, se terem registado violentos confrontos no fim-de-semana.",expl,1
"Apesar de manifestar sérias dúvidas e muitas reservas sobre a evolução recente da economia brasileira e de criticar abertamente os constrangimentos da burocracia na criação de novos negócios, Belmiro não se poupa a profecias:",expl,1
"Apesar de ser a recordista mundial dos 5000m, é nos 10.000m que a Fernanda se exprime melhor, considera Campos.",expl,1
"Aprofundando as dúvidas, Leila se deixou cair na tentação do duplo.",expl,1
"Aproveitaria para lhe mostrar o estado lamentável de um enorme casarão, esventrado e em tosco, na sequência do incêndio da Faculdade de Ciências há 18 anos!, de reinstalação sempre adiada e pomposamente referido como Museu Nacional, que pouco deve à tutela, mas ao qual se reconhece uma obra científica, cultural e pedagógica notável.",nsubj,1
"Após uma perseguição de mil quilómetros através do país, a polícia a distribuíu-se pela autoestrada entre Hofheim e Wiesbade.",expl,1
Aqui temos de compreender que não se pode ter tudo ao mesmo tempo.,nsubj,1
"Aqui, neste espaço onde se reverencia sua memória, eu a recordo amiga de toda uma vida, nossas longas vidas vividas na intensidade da paixão: com ela aprendi a bondade e o povo.",expl,1
Aristides está esperando a publicação do texto do FSE aprovado pelo Congresso para concluir se a desvinculação dessas verbas atinge ou não direitos individuais.,mark,1
Arrelia se chama Valdemar e tem 87 anos.,obj,1
"As bases de dados piratas existentes em Portugal dedicam-se à afixação e difusão de cópias ilegais de programas sujeitos a protecção, de resultados de experiências de penetração em sistemas informáticos, de informação acerca de protecções, de portas de acesso e de passwords de entrada nas redes Telenet, Telepac, Itapac e, em alguns casos, números de cartões de crédito.",expl,1
"As inspecções, recorde-se, começaram em Abril do ano passado, pouco depois do fim da Guerra do Golfo e resultaram dos acordos de cessar-fogo então assinados.",expl,1
"Assim, se você está usando uma planilha, por exemplo, pode selecionar parte ou todo e levar o que foi selecionado para outra planilha ou qualquer programa que estiver sendo usado.",mark,1
"As medidas, anunciadas pelos ministros da Economia, Johannes Ditz conservador, e das Finanças, Viktor Klima social-democrata, numa conferência de imprensa comum, destinam-se a assegurar o cumprimento dos critérios de convergência, assegurando que a Aústria possa entrar no primeiro comboio da União Económica e Monetária.",expl,1
"As metas quanto à inflação é conseguir que esta, até ao final de 1992, se situe nos 12 por cento ao mês.",expl,1
As negociações com os petebistas se prolongaram até o início da madrugada de ontem.,expl,1
"As notícias revelam, salvo raras excepções, um cariz sensacionalista, que alimenta sobretudo a ideia de cura mágica ou o desejo de encontrar bodes expiatórios para a explicação do fenómeno, permitindo, por exemplo, que se fale de eficácia dos tratamentos de formas pouco honestas, por ignorância ou por manipulação deliberada.",nsubj,1
"As paulistas Mancha Verde Palmeiras e Gaviões da Fiel Corinthians aceitaram, mas as cariocas se recusaram.",expl,1
"As personagens são cegos, atrozes e desconcertantes como nas fotografias de Sander, porque os cegos são pessoas que se dirigem incessantemente para um lugar interminável de onde não podem sair e onde nós nos sentimos gratos por não podermos entrar.",expl,1
"As reacções foram cautelosas e os EUA, porque nos maus filmes de terror os mortos-vivos conseguem sempre levantar-se, exigiram uma autópsia.",expl,1
"As sanções não nos afectarão neste domínio, disse ainda Kalam, referindo-se às penalizações económicas impostas contra a Índia pelos EUA, Japão e Canadá.",expl,1
"Assim se definem os Requiem, ex-Requiem pelos Vivos, que após quase cinco anos de ausência dos estúdios regressam em Outubro com um novo álbum e uma mão-cheia de espectáculos.",expl,1
"Assim, entre os 28 expositores contam-se as autarquias, as empresas construtoras, os bancos, as imobiliárias, as seguradoras e as associações como a dos inquilinos e a dos proprietários, entre outras.",expl,1
"Assim, está a registar-se um abrandamento na procura com a consequente queda das cotações.",expl,1
"Assim, se na guerra do primetime a novela da SIC consegue vencer tangencialmente o mano-a-mano com Fera Ferida, já o principal serviço noticioso diário da estação, Jornal da Noite, não tem idêntica estatura, perdendo por larga margem para o Telejornal do Canal 1.",mark,1
"Com a desclassificação, Jack Girafa não teve o comportamento pacato que se espera da gigante das savanas.",nsubj,1
"Com a intervenção no Rio, que se cuide o resto do país!",obj,1
"Com a mudança, o metrô de São Paulo vai funcionar hoje uma hora a mais, como se tivesse duas meias-noites.",fixed,1
"Depois de três dias a visitar a feira as opiniões dividiam-se um pouco, sobretudo entre professores e alunos.",expl,1
"De facto, os indícios acumulam-se nesse sentido.",expl,1
"De que adiantaria os jornais do dia seguinte omitirem os nomes, se eles já haviam sido arrastados à lama por um noticiário que atinge cerca de 60 milhões de pessoas, certamente mais do que a tiragem conjunta de todos os jornais brasileiros?",mark,1
"De resto, decidiu-se ainda aumentar os elementos da Comissão Arbitral da Liga, que serão nove em vez de sete.",nsubj,1
"De resto, os comerciantes espanhóis parecem estar mais atentos ao que se passa no Algarve do que os colegas portugueses.",expl,1
"De todo modo, uma sólida e longa parceria se configurava, alternando comédias e dramas cuja qualidade cinematográfica variava infinitamente mais que as virtudes de suas trilhas sonoras.",expl,1
"De um lado reforça a estabilização, pois qualquer eventual aumento irresponsável de preços depara-se agora mais rapidamente com a concorrência de similares importados; de outro, ajuda a aliviar a supervalorização do real, pois quanto mais importações houver, maior será a procura por dólares.",expl,1
"Define a maioria absoluta como um objectivo, mas, se não a atingir, isso também não será para si uma derrota ...",mark,1
"Deitou-lhe para cima sangue ou tinta vermelha, não se percebia bem.",nsubj,1
Deixamos claro a Havelange que a Uefa só consideraria a possibilidade de lançar um candidato se ele declinasse de sua candidatura.,mark,1
"Dentro dos filmes curtas e médias metragens de 17 países sobre temáticas actuais destaca-se a presença de Black Harvest de Bob Connoly Austrália, Aspen de Frederick Wiseman EUA, Face Value de Johan Van Der Keuken Holanda e Das Ungehobelte Pack de Nana Swiczinsky Áustria.",expl,1
"Depois de Cantanhede, a formação apresenta-se hoje em Vila Real, no sábado no Porto e na próxima quinta-feira em Tomar ver págs. 10/11 deste Fim de Semana.",obj,1
"Depois de tanto tempo debaixo do guarda-chuva, é evidente que a Europa se vai molhar.",expl,1
"Depois desta fase, os participantes dividem-se em círculos menores, por grupos linguísticos, de modo a produzir sugestões para os documentos finais.",expl,1
Com a rede digital detectaram-se sismos de magnitude inferior a dois.,expl,1
"Depois do segundo e terceiro lugares no GP de San Marino, há duas semanas, e dos bons resultados conseguidos nos testes realizados nos dias seguintes, também no circuito de Ímola Berger foi o mais rápido dos 16 pilotos que estiveram em pista, batendo Schumacher e Hill, a Ferrari mostra em Barcelona que a sua competitividade está a aumentar, reforçando a ideia de que se poderá bater em igualdade de circunstâncias com a Benetton e a Williams, as duas equipas motorizadas pela Renault.",nsubj,1
"Depois, Jardim aproximou-se da tese defendida pelo PCP, da exigência da demissão de Veiga Simão, ao defender que o actual ministro da Defesa, com Marcelo Caetano já dera cabo da Educação.",expl,1
"Depois, num cúmulo de música e emoção, cantou-se Peace Mission, o hino composto e ensaiado para o primeiro dos dois dias de festa.",nsubj,1
"Depois, sentaram-se o guarda-redes Veiga e o belga Lucien Huth, treinador dos guardiões encarnados.",expl,1
"Depois, tornou-se local de convívio da mais alta qualidade.",expl,1
"Depois, verifica-se uma enorme discrepância de valores na sua avaliação para efeitos fiscais, sempre gravosa, sem atentar sequer nas flutuações do mercado e das próprias leis.",nsubj,1
Desculpe-se.,obj,1
"Desde então, Teerão, que viu derrotados os seus últimos aliados na guerra civil afegã, e Cabul, com a confiança renovada e o apoio do Paquistão, envolveram-se numa escalada de ameaças verbais, concentrando ao mesmo tempo frente a frente poderosos efectivos militares os maiores desde o fim da guerra entre o Irão e o Iraque, em 1988.",expl,1
"Desde há poucos anos, em ambos os países optou-se por a possibilidade de cada pessoa indicar, na declaração de rendimentos, qual o fim que pretende dar aquela percentagem 0,8 em Espanha, 0,523 em Itália.",nsubj,1
Desde logo se manifestou a habilidade do regisseur controlando mais de um filme em simultâneo.,expl,1
"Desta feita, redimiu-se a Escola Prática, ajudando à montagem da praça instalada no campo da feira e nela fizeram as cortesias José Maldonado Cortes, Nuno Pardal, o praticante José Francisco Cortes e o amador José Soudo, a quem saudamos o regresso após convalescer do gravíssimo percalço que lhe aconteceu na praça da Malveira.",expl,1
"Desta forma, para se proteger de uma reviravolta inoportuna dos índices econômicos, FHC e seus amigos do governo tiveram o cuidado de fixar um calendário vantajoso.",expl,1
"De certa forma, afiou-o para a luta em que se engajaria a partir dos anos 60.",expl,1
"De acordo com o processo, Craveiro Lopes fora detido, meses antes, por aqueles polícias por factos susceptíveis de integrarem ilícito criminal, após o que terá dito aos microfones ser inconcebível que, nas mãos de homens sem qualquer escrúpulo, se deposite poder.",nsubj,1
"De acordo com Manuel Cunha, o actual presidente da Junta de Freguesia, durante as obras, a empresa responsável necessitou de retirar saibro da zona onde o muro se encontrava para efectuar um aterro.",expl,1
"De 205 pacientes com suspeitas da doença, 47 revelaram-se positivas neste ano.",obj,1
"Com argumentos economicistas e de operacionalidade, o Executivo de Cavaco Silva sempre se escusou a concretizar o SIED, cujas competências foram, entretanto, transferidas para o SIM Serviços de Informações Militares, por via de um polémico acto administrativo do Governo, que assim chamava a si matérias da exclusiva competência da AR.",obj,1
"Com este estado de coisas, iniciou-se uma forte pressão dos mercados sobre a peseta.",expl,1
"Com o regresso de Medane e Menad, o treinador jugoslavo do Famalicão tem à sua disposição todos os jogadores, com excepção do jovem Manuel José, que se encontra lesionado.",expl,1
"Com os olhos na Rússia, tecnicamente em violação do texto assinado em 1990, os países-membros do tratado sobre as armas convencionais na Europa voltam a reunir-se a partir de hoje, em Viena, para tentar limpar definitivamente o continente de armas convencionais.",expl,1
"Com participação de elementos do grupo, neste caso Tó Pereira, será lançado pela Tribal um CD só com trabalhos da Kaos os temas incluídos deverão repartir-se entre os primeiros lançamentos e os mais recentes misturados numa megamix de Tó Pereira.",expl,1
"Com uma carteira de títulos obrigatória para o estudo da obra nemesiana Vitorino Nemésio. A Obra e o Homem, ed. Arcádia, 1978, Temas Nemesianos, ed. Angra, 1981, e Vitorino Nemésio à Luz do Verbo, ed. Vega, 1988, além de ter prefaciado vários livros para a Imprensa Nacional-Casa da Moeda, que está a publicar as Obras Completas --, Martins Garcia encontrou-se pela primeira vez com Vitorino Nemésio num exame.",expl,1
"Começou bem antes do que se previa a batalha pela futura sucessão na Fifa apenas seis meses depois do super-acordo que, nas vésperas da Copa, reconduziu o brasileiro João Havelange ao sexto mandato consecutivo.",nsubj,1
"Como ali é afirmado, não cabe exclusivamente à classe política dar respostas sobre as interrogações que o futuro levanta, antes exige a participação activa da sociedade civil, que tem igualmente responsabilidades e deveres de que não pode nem deve demitir-se.",expl,1
"Como atracções extra, apresenta-se o Balt, um pequeno barco de 5,30 metros, com motor de 50 cavalos, vocacionado para o uso em rios, por 3679 contos, e a Cobia, uma linha de barcos para pesca com consola central.",nsubj,1
"Como estilo que nunca se chega a definir, como caminho que está sempre interminado, a obra do mestre é mais a permanente inflexão que a coerência inabalável.",expl,1
"Como melhorar o ensino superior sem transformar as universidades em escolões, onde os professores só repetem e se afastam da pesquisa?",expl,1
Como não pode continuar a afirmar a prioridade da luta contra a inflação deixando a libra desvalorizar-se.,expl,1
"Como não se pretende o monopólio da verdade, apresento o raciocínio e as contas que fundamentam a tese de que não haverá perdas.",nsubj,1
"Como o PÚBLICO noticiou, a Unicre remeteu para a DGCP a fundamentação da nova taxa, onde se refere que os custos do serviço, por operação, é de 15850.",nsubj,1
"Como o PÚBLICO pôde constatar no local, a ideia é transformar, nesse curto espaço de tempo, um terreno que ainda se encontra revolvido e enlameado numa área relvada cruzada por passeios e estadias.",expl,1
"Como resultado, quando têm alunos, estes docentes limitam-se a leccionar aquilo que leccionavam antes da reestruturação:",expl,1
"Confrontado com o pedido da mudança toponímica, o município viseense, através do seu líder, Fernando Ruas, oficiou a Junta no sentido de dar o nome de Luís Martins a uma outra avenida que atravessa a freguesia e que se situa num troço da Entrada Nacional 2 gerido pela Câmara o que não agradou aos elementos da autarquia repesense.",expl,1
"Consagra-se também o direito desta última efectuar visitas de inspecção e auditoria técnica às OPP e explorações nelas integradas, bem como aos produtores individuais, impor as correcções tidas como necessárias ou propor medidas sancionatórias.",nsubj,1
"Constata-se que nem sempre, na altura própria, os munícipes dão atenção aos editais.",nsubj,1
"Contactado pelo PÚBLICO, o médico confirma ter entregue os medicamentos a um senhor que se calhar facilitou e despejou [ o lixo ] de qualquer maneira.",case,1
"Contra a lenda que falava da morte por tortura do escritor, às mãos de soldados alemães, os exames efectuados por Adam demonstram que a morte de Henri Alban Fournier, dito Alain Fournier, se deveu a impactos de balas.",expl,1
"Contudo, uma única pergunta: o novo Presidente ficar-se-á por aqui?",expl,1
