,0
"E a possibilidade de as ruas de Aveiro se transformarem num estaleiro permanente, com um operador a abrir valas onde o seu concorrente as tinha fechado uns dias antes, não seria de todo inadmissível, até porque a legislação permite a livre concorrência entre os concessionários da TV por cabo.",expl
"Segundo o acordo estabelecido, a TV Cabo Mondego, que entrou já em força no mercado local de assinantes, utiliza as fibras ópticas da rede telefónica já instaladas pela Portugal Telecom, enquanto a Pluricanal se servirá, mediante uma comparticipação financeira, das condutas do gás natural.",expl
Parece-me que nela se continuam a misturar alhos com bugalhos e a não hierarquizar adequadamente nem as convicções de fé nem as razões.,expl
"Se, como nele se diz, «a Igreja deseja encetar um diálogo construtivo com os que continuam convencidos da necessidade de realizar um controle imperativo da população e com os governos e as instituições que se ocupam de políticas da população, já que existem problemas demográficos reais, apesar de frequentemente serem vistos a partir de uma perspectiva errada e de se proporem soluções depravadas para os resolver» (nº24), não pode favorecer os mal-entendidos.",expl
"Numa reunião com comerciantes e moradores da vila velha, realizada terça-feira à tarde, os vereadores da CDU refutaram as acusações feitas pela presidente do município de estarem a atrasar obras importantes, garantindo não estar «contra ou a favor da construção do silo na Volta do Duche» -- que se encontra em «banho-maria» --, mas fizeram depender uma posição favorável da realização de um estudo mais vasto para toda a vila que prove a necessidade daquele investimento.",expl
"Esta medida foi conseguida com a colaboração activa da Associação dos Operadores Portuários do Sul (AOPS) e da Associação dos Agentes de Navegação e Empresas Operadoras Portuárias (Anesul), e insere-se na política de modernização do sistema de informações da comunidade portuária em Setúbal.",obj
"Já antes do século XIV se havia iniciado o capítulo da história que une Portugal à famosa Flandres, cuja referência povoa os nossos livros de História do secundário, marcando a memória com nomes quase míticos, como o de Antuérpia.",expl
"Muito mais fantástico do que essas menções soltas da realidade actual é saber que as cidades mágicas ainda existem, mesmo que por detrás de arquitecturas e modas no trajar que já nada têm a ver com os tempos em que se bailava a compassos diferentes e em que as ruas se pavimentavam com pressas diversas das nossas.",expl
A «ESCOLA de Excelência» escreve-se em maiúsculas.,expl
"Os gestores de topo das empresas japonesas estão a aceitar o corte dos seus salários, em face da súbita recessão que se abateu sobre a economia do país, impondo-se um teste prático quanto à solidariedade que caracteriza a imagem das empresas japonesas no exterior, e tentando contribuir desta forma, para que as firmas que administram possam suportar a crise actual.",obj
"A administração sempre foi bastante conservadora nas suas aplicações de capital, que se traduzem principalmente por investimentos no sector do petróleo e pela gestão de uma carteira de títulos no valor de dois biliões de dólares nos Estados Unidos, composta por acções e obrigações.",expl
"Recorde-se que as receitas são obtidas na sua quase totalidade em dólares, que depois é necessário converter para a moeda nacional.",expl
"Mas quem não se fiar nestas aparências descobrirá que, nesta amálgama de sonoridades informes -- ou nesta acumulação de nuvens (cinzentas) com formas caprichosas -- toma forma um discurso feito de premonições, ameaças, trovões e relâmpagos, mortes anunciadas.",expl
"Aí, começam a instalar-se nos diálogos as alegorias da caça, do caçador e da presa, do predador, dos carnívoras e dos omnívoros, da comida que se devora -- alegorias que dominam toda a peça, evocando «a priori» ou «a posteriori» o crime que é o ponto de chegada do espectáculo.",nsubj
"Assim, todas as palavras com que Mateus (Manuel Wiborg) contribui para as conversas de caserna anunciam ou recordam o estupro e o assassínio de Sandra, bem como o suicídio com que ele se vai autopunir no final do espectáculo.",expl
"Não possui hoje Vendas Novas praça de toiros, razão por que a corrida aconteceu numa desmontável, mas António Morais, no seu livro «A Praça de Toiros do Campo Pequeno», ao referir-se às outras praças do país, diz que José Valério construiu uma praça em Vendas Novas em 1862, tendo nela havido festas de toiros até 1875, ano em que soldados da Escola Prática de Artilharia, por descuido, provocaram o seu incêndio.",obj
"Desta feita, redimiu-se a Escola Prática, ajudando à montagem da praça instalada no campo da feira e nela fizeram as cortesias José Maldonado Cortes, Nuno Pardal, o praticante José Francisco Cortes e o amador José Soudo, a quem saudamos o regresso após convalescer do gravíssimo percalço que lhe aconteceu na praça da Malveira.",expl
"Lidou-se um curro de toiros de José Luís Sommer de Andrade, que o Grupo de Forcados amadores da Moita pegou.",nsubj
"Para os operadores, também aqui as valorizações se ficaram a dever à reentrada de novos investidores, nomeadamente fundos de investimento internacionais.",expl
"Recorde-se que Edberg, antes de Roland Garros, estava no 45º lugar, mas as excelentes exibições na terra batida parisiense e na relva londrina permitiram-lhe o salto.",expl
"Cerimónia e combate em que a mística grotowski-barbiana, as artes marciais orientais, a música e a poesia italiana e um projecto intercultural se cruzam em boa harmonia.",expl
"O actor disse estar a produzir «The Stars Fell on Henrietta», um filme realizado por James Keach, com Robert Duvall, e projecta rodar «Golf in the Kingdom», que tem por tema o golfe, um desporto de que se confessa adepto.",expl
"Desde Maio deste ano que Joaquim Correia, escultor natural do concelho da Marinha Grande - que doou os seus trabalhos para integrar o núcleo do museu no Convento de Santo Agostinho - chegou mesmo a ameaçar desvincular-se do compromisso com a autarquia, caso o processo não fosse desbloqueado até ao final do ano.",aux:pass
"Joaquim Correia justificou a sua posição cautelosa sobre o assunto, adiantando que o processo de reconversão do Convento de Santo Agostinho em museu se arrasta há oito anos.",expl
"«Ainda se podem queixar se quiserem ...», gracejou Raposo, após entregar o documento.",mark
"Poucos minutos depois do final da reunião que, durante cerca de três horas, juntou o Provedor demissionário e os deputados da Comissão Parlamentar de Direitos, Liberdades e Garantias, era divulgado um comunicado onde se realça «a actuação de elevado mérito do dr. Mário Raposo, marcada por critérios de independência na defesa dos direitos dos cidadãos perante a Administração, dela se devendo retirar os necessários ensinamentos para que sejam criadas as adequadas condições institucionais que permitam a normalidade e plenitude do exercício das suas funções».",nsubj
"Jean Alesi obteve ontem a «pole position» provisória para o Grande Prémio de Espanha, que se disputa amanhã no circuito da Catalunha (Barcelona).",expl
"Depois do segundo e terceiro lugares no GP de San Marino, há duas semanas, e dos bons resultados conseguidos nos testes realizados nos dias seguintes, também no circuito de Ímola (Berger foi o mais rápido dos 16 pilotos que estiveram em pista, batendo Schumacher e Hill), a Ferrari mostra em Barcelona que a sua competitividade está a aumentar, reforçando a ideia de que se poderá bater em igualdade de circunstâncias com a Benetton e a Williams, as duas equipas motorizadas pela Renault.",nsubj
"Gerhard Berger tem-se mostrado um dos menos entusiasmados com os últimos resultados, uma posição reforçada ontem pelo próprio Jean Todt, director desportivo da «Scuderia»:",expl
"Entretanto, Bernardo Vasconcelos, médico do Benfica, confirmou ontem que, na sequência do ocorrido no último Benfica-Sporting, João Pinto será operado, embora ainda não se conheça exactamente a extensão da lesão.",nsubj
"Como «há dúvidas se existem roturas totais ou parciais dos ligamentos», o futebolista fará agora uma artroscopia e só depois se saberá se há necessidade de fazer uma ligamentoplastia.",mark
Também não se sabe quando ou onde ocorrerá a intervenção cirúrgica.,nsubj
"«Pode ir até seis meses, mas se não for necessária ligamentoplastia será menos tempo.»",mark
Burlões aproveitam-se do Kuwait,expl
"Um guineense e uma portuguesa que se dedicavam a angariar trabalhadores para o Kuwait, cobrando uma taxa de dez contos, foram detidos pela Polícia Judiciária.",expl
"Quanto aos 75 mil contos que a Secretaria de Estado diz agora ter disponibilizado para a operação de salvamento do peixe, «ninguém sabe» onde, como e por quem foram utilizados, até porque das centenas de toneladas ali existentes apenas se salvaram cerca de duas dezenas.",expl
"Cumprindo a promessa de se deslocar ao Porto na primeira terça-feira de cada mês, para reuniões de trabalho com os responsáveis autárquicos e os agentes culturais da cidade, o ministro recebeu ontem, entre outros, o director do Teatro Nacional de S. João, Ricardo Pais, a responsável do Teatro Rivoli, Isabel Alves Costa, e ainda representantes do Teatro Art'Imagem e do Museu de Imprensa, cuja primeira fase será inaugurada pelo Presidente da República na próxima sexta-feira.",expl
"«Neste último ano, o que é que o PSD propôs em matéria cultural?», perguntou o ministro, aludindo ao primeiro aniversário da liderança de Marcelo Rebelo de Sousa, que se celebrava à mesma hora em Santa Maria da Feira.",expl
"Num país em que -- ainda segundo estatísticas das Nações Unidas -- mais de metade da população tem menos de 15 anos, foi estranho para muitos observadores que o número de eleitores potenciais se estimasse em 5,8 milhões, para uma população total calculada em dez.",expl
"O que se sabe, concretamente, é que neste momento o número de portadores do cartão de eleitor em Angola já ultrapassou os 4,3 milhões e o alargamento do prazo de registo até 10 de Agosto permitirá recensear as pessoas que vivem nos lugares mais remotos do território.",nsubj
"Agora que só se veio agravar um mal que já estava feito é que as pessoas se interessaram», afirmou João Mendonça, adiantando que o Posto 7 não tem nada que ver com a destruição da duna e esclarecendo que o bar não está a ocupar ilegalmente a praia -- como supôs um funcionário da Junta de Freguesia do Castelo, a que a praia do Moinho Baixo pertence.",expl
"Depois, sentaram-se o guarda-redes Veiga e o belga Lucien Huth, treinador dos guardiões «encarnados».",expl
Em cada volta desta roda avança-se 10 centímetros e são trucidadas cinco toneladas de rocha.,nsubj
"Estabelece-se que «não há lugar à suspensão ou demissão do médico veterinário coordenador ou dos executores no decurso do programa sanitário anual, a não ser por motivo de força maior, devidamente justificado e aceite pela direcção regional de agricultura, com posterior homologação pela Direcção Geral de Veterinária».",nsubj
"Consagra-se também o direito desta última «efectuar visitas de inspecção e auditoria técnica às OPP e explorações nelas integradas, bem como aos produtores individuais, impor as correcções tidas como necessárias ou propor medidas sancionatórias».",nsubj
"Depois desta fase, os participantes dividem-se em «círculos menores», por grupos linguísticos, de modo a produzir sugestões para os documentos finais.",expl
Isto deve-se possivelmente ao facto de Pedro Pessoa ter feito a prova com dorsal trocado.,expl
Casos semelhantes a este são frequentes nas corridas de estrada que se efectuam em Portugal e dificultam e falseiam a elaboração das classificações individuais e colectivas.,expl
"Magalhães Mota, que se confessou «muito perturbado» ao tomar conhecimento da morte do seu «grande amigo», evocou um encontro de ambos, há cerca de um mês, na Buchholz, livraria lisboeta que o professor Miller Guerra frequentava assiduamente.",expl
"«Quando folheávamos os livros acabados de sair, Miller Guerra lembrou-se, a propósito da situação política actual, de uma frase de Camus -- ' É preciso imaginar o Sísifo ditoso ' -- e acrescentou que a democracia tem este aspecto:",expl
Outra pessoa com melhor currículo candidata-se ao mesmo emprego.,expl
"Mas se tivermos em conta a nossa dimensão, ninguém em tão pouco tempo cobriu o país como nós.",mark
"O Governo indiano considera que dispõe de meios suficientes para realizar com sucesso as operações de socorro, mostrando-se reticente, segundo um responsável da distribuição da ajuda internacional, no que respeita a receber pessoal estrangeiro.",expl
"Em relação à situação da Fonte da Telha e às demolições que ali já se efectuaram, Marçal Pina afirma não saber explicar por que é que parte do entulho se mantém no local, remetendo a explicação para o Ministério do Ambiente.",expl
"Ministério que, aliás, acusa de ser culpado de parte dos problemas que se vivem na Costa da Caparica.",expl
"Representantes das 60 famílias que ocupam ilegalmente casas na urbanização do Vale de Arcena, delegados do Centro Regional de Segurança Social, responsáveis da Câmara Municipal de Vila Franca de Xira e da empresa proprietária dos fogos, a Eurocapital, reuniram-se, na sexta-feira, naquela cidade, para discutirem a forma como será feito o levantamento individual que determinará quais os moradores que ali poderão continuar a residir no caso de terem disponíveis as verbas pedidas por cada casa.",expl
"Nesta avenida de luxo, cortada longitudinalmente por um canal, perfilam-se, de um lado, os bancos (além dos alemães, cerca de cem bancos estrangeiros operam na capital da Vestefália); do outro, os estabelecimentos comerciais -- Cartier, Armani, Gucci, Van Cleef, etc.",expl
"Entretanto, está a disputar-se a Taça de Portugal, competição por equipas, na praia Grande, até o dia 12 de Agosto.",expl
"Paulo Silva («Fluorescente») foi o vencedor do Campeonato Nacional de bodyboard, que também se realizou na Figueira da Foz.",expl
"Subir ao monte Garizim, no primeiro dia de neve do ano, quando as pedras e os abetos se escondem sob um manto de neve, é ascender ao paraíso, tão grande é a beleza celestial da paisagem.",obj
"O seu desejo é sentar-se no Conselho Palestiniano, onde Yasser Arafat reservou uma cadeira para um dos três candidatos do «mais pequeno e mais antigo povo do mundo» -- os samaritanos.",expl
"«A segurança é a antecipação a todos os níveis para ver, ao longe, e ser-se capaz de tudo prever -- um mal-estar, uma sacanice dos outros.",nsubj
"Em contrapartida, se se sentir com dores nas costas ou se um enorme desejo de ir apanhar malmequeres o estiverem a massacrar, uma pausa relançará a energia.",mark
"Tudo bem, se for capaz de passar em poucos minutos da vigília ao sono e vice-versa.",mark
Os da casa estão ainda muito longe de uma boa forma física e a partir dos 25 minutos do primeiro tempo refugiou-se quase sempre na defesa.,expl
"Para Alberto João Jardim, «só a autonomia política da Madeira e de Porto Santo juntos permitiu grandes saltos nos últimos anos2 e seria «suicídio para Porto Santo se essa solidariedade e unidade fossem quebradas».",mark
"O procurador adiantou que já lhe foi entregue um parecer sobre o caso, mas só deverá pronunciar-se dentro de 15 dias.",expl
"Foi peremptório, no entanto, ao afirmar que, se o Supremo Tribunal Administrativo declarar a anulação do empréstimo, a central sindical tem de devolver o dinheiro, mesmo que este já tenha sido gasto.",mark
"A extrema direita fez uma campanha eleitoral «moderna», servindo-se do processo «direct mailing» americano enviando os seus panfletos xenófobos, do tipo «Hamburgo tem de permanecer um estado alemão», pelo correio, em especial a milhares de jovens eleitores.",expl
"Soares lembrou o que já viu nesta viagem e mostrou-se mais uma vez preocupado com os problemas da agricultura, «que está em muito mau estado», questionando: «O que será o futuro do nosso mundo rural?»",expl
"«há problemas de acessibilidades», «não se incentiva a educação tanto como se devia», «exagerou-se na poluição» --, embora acrescentasse sempre a frase:",nsubj
"Você fala constantemente daqueles que se dizem «amigos de Borges», dos que lhe vinham pedir que «escrevesse os seus prólogos», e garante que a estão a acossar.",expl
Abriu-se a Porta de Damasco,obj
"Sabe que se não chegar a acordo, é chumbado.",mark
A nata dos reformistas foi excluída ou auto-excluiu-se.,obj
Os mercados inquietam-se.,expl
"Aliás, há no poema uma alusão explícita à cor («brancos os arcos», para não falar na implícita dos «alabastros» e dos «blocos de gelos») e várias imagens cinéticas: «de que esvoaçam», «por baixo passam», «se despedaçam», «caudais de choro», «trémulos astros» ...",expl
"Isto porque, «nestas condições, e atendendo ainda a que Portugal e Espanha produzem e vendem, grosso modo, a mesma gama de bens e serviços, deixar o escudo apreciar-se relativamente à peseta reduz a capacidade concorrencial das nossas empresas no país, em Espanha e em terceiros mercados, ao mesmo tempo que facilita a penetração das exportações espanholas no mercado nacional e em mercados nossos clientes».",expl
Nacionais-comunistas aliam-se contra Ieltsin,expl
"Os principais opositores do Presidente russo, Boris Ieltsin, vão reunir-se hoje em Moscovo para definirem uma estratégia que os leve ao poder.",expl
"Na proposta de relatório elaborada pelo relator, Silvino Teixeira (CDU), constata-se que desde 1982, início da elaboração do PDM, até Março de 1993, a autarquia «esteve totalmente alheada da génese, definição, estudo e acompanhamento» do plano.",nsubj
"Mas para além dos temas desse álbum, e em particular da versão minimalista de «All apologies», um original de Kurt Cobain que Sinéad adoptou já depois da morte do líder dos Nirvana, espera-se ainda a interpretação de algumas das outras canções que a tornaram notada, em particular as do álbum «I Do Not Want What I Haven't Got» (que continha «Nothing Compares 2 U»), já que as do trabalho que se seguiu, «Am I Not Your Girl?», constituído apenas por versões de velhos clássicos da música popular acompanhados por orquestra, deverão ficar de fora, por razões óbvias.",expl
"Num país com mais de sete mil ilhas e onde os golpes de Estado se foram sucedendo quase mensalmente nos anos 80 e onde a guerrilha fundamentalista islâmica avança na zona meridional do arquipélago, os incidentes de ontem permitiram à comissão de eleições dizer que «o dia foi relativamente calmo».",obj
"Havia bichas para tudo, desde a tabacaria até aos bares, onde as provisões mostravam uma perigosa tendência para se esgotar.",expl
As pessoas viam-se obrigadas a improvisar lugares para esperar os aviões que se iam atrasando.,expl
"Atrasos que, segundo as informações recolhidas junto dos balcões da TAP e da ANA, não se deviam à greve dos pilotos, mas ao elevado volume de tráfego e a um elemento que tem mais poder sobre os céus que os pilotos: o nevoeiro.",expl
"Os passageiros que se preparavam para partir, na sua esmagadora maioria, para férias não se mostravam muito preocupados com os atrasos que nalguns casos ultrapassavam as três horas.",expl
É confrangedor olharmos hoje em dia para os meios de comunicação social e verificarmos o caos financeiro em que se encontra atolada aquela casa de tão nobres tradições.,expl
"Tem contado também com o completo alheamento do Parlamento, que tão pressuroso se mostra, por vezes, a discutir assuntos de «lana caprina» e nada faz para esclarecer este monstruoso escândalo!",expl
"A partir de agora, as guerras como a de Angola ou da Bósnia são praticamente impossíveis de travar de fora e qualquer intervenção -- cirúrgica ou não, em nome da ONU ou não -- acarreta um grau de incerteza tão grande que, ao ser accionada, não só pode eternizar os fogos que se pretendiam extinguir como ainda desencadear incêndios em zonas dantes poupadas.",expl
Só da Serenata Monumental e do Sarau não se falou:,nsubj
Só se o Fado não aceitar é que a Comissão assume a realização dos dois eventos.,mark
"Na sua opinião, Manuel Martins, que é também líder da Concelhia do PSD local e que agora se apresenta novamente como candidato à Câmara, «afunilou o PSD» a nível local e «não está à altura de conduzir este partido para o futuro».",obj
"«Lamentamos profundamente que as verbas para as autarquias voltem a ser atribuídas em função de uma lei desadequada e injusta, mas infelizmente os partidos não se entenderam quanto à promulgação de uma lei que cumpra a Constituição da República e que promova uma distribuição equitativa dos dinheiros do Estado», criticou Mário de Almeida.",obj
"Entre os extremos, vê-se também uma colecção de embarcações da tradicional Bayliner, a refinada Caravelle, Celebrity, Searay, Argus, Chaparral, Rinker, Fairline, Gobbi, Sealine, Nimbus e Cobalt, a última considerada o «Rolls Royce» dos mares.",nsubj
"Como atracções extra, apresenta-se o Balt, um pequeno barco de 5,30 metros, com motor de 50 cavalos, vocacionado para o uso em rios, por 3679 contos, e a Cobia, uma linha de barcos para pesca com consola central.",nsubj
"Nos veleiros, as opções não são tantas, sendo a principal novidade representada pelo Jeanneau 24, de 24 pés, que se pretende organizar em classe nacional para futuros campeonatos, além dos populares e práticos veleiros McGregor e dos conhecidos GibSea, barcos de cruzeiro seguros e confortáveis.",nsubj
Calcula-se que mais de 20 mil pessoas tenham abandonado as suas vilas e aldeias e se dirijam para áreas próximas da fronteira.,expl
"Já em território iraquiano contam -- em relatos que têm surgido nos últimos meses, sobretudo na imprensa britânica -- o pesadelo que deixaram para trás: quilómetros e quilómetros de terrenos lamacentos onde anteriormente existiam pântanos, rios, lagos, culturas agrícolas; aldeias destruídas, populações massacradas, animais e plantas mortos em consequência do que se suspeita serem ataques com armas químicas.",nsubj
"As bases de dados piratas existentes em Portugal dedicam-se à afixação e difusão de cópias ilegais de programas sujeitos a protecção, de resultados de experiências de penetração em sistemas informáticos, de informação acerca de protecções, de «portas de acesso» e de «passwords» de entrada nas redes Telenet, Telepac, Itapac e, em alguns casos, números de cartões de crédito.",expl
"Durante o debate foram claramente distinguidos dois deles: aquele que é típico do ensino preparatório e das classes baixas e aquele que se verifica mais no secundário e que é protagonizado em conjunto por jovens das classes médias-altas, que se sentem protegidos pela sua origem.",expl
"Não foi verdade, por exemplo, que os próprios livreiros se manifestaram contra a realização de concertos e debates, considerando que isso era desmobilizador dos potenciais compradores?",expl
"O Comissário europeu para o audiovisual apelou anteontem a uma «mudança de atitude» da indústria europeia do sector, de modo a adaptar-se à globalização mundial das redes de distribuição.",expl
"Mas, se me pergunta se o parque de feiras de Lisboa será mais rentável que o do Porto, eu pessoalmente digo-lhe que estou convencido que sim.",mark
"Porque sabem ser concisos, sem falsas simplicidades, porque são inteligentes, sem armar grandes espalhafatos, porque conseguem ironizar e autoparodiar-se sem fazer figuras tristes.",obj
"«A luta é de todos, o que prejudica os colegas, prejudica-me a mim», disse Maria Teresa Feio, educadora de infância de Albergaria, enquanto se preparava para participar na manifestação organizada pela Federação Nacional de Professores (Fenprof), ontem, em Lisboa.",expl
O estímulo imediato para a mudança de política foi o receio de que a Florida fosse invadida por uma vaga de refugiados -- uma possibilidade que traria sérios perigos políticos.,aux:pass
A derrapagem da economia acentua-se.,expl
"O Governo socialista previa que essa fasquia fosse atingida apenas no final deste ano, depois de um forte aperto na economia, mas, supreendentemente, foi já alcançado.",aux:pass
"Com este estado de coisas, iniciou-se uma forte pressão dos mercados sobre a peseta.",expl
"Calcula-se o que poderia posteriormente suceder ao escudo, sabendo-se, como se sabe, que os técnicos do Comité Monetário aconselham uma desvalorização substancial da moeda nacional.",nsubj
"Tão periclitante, que se sobrevier nova tempestade cambial, o SME muito simplesmente poderá acabar e dar o lugar à tal UEM acelerada para as economias mais fortes, e mais lenta para os que ainda têm muito que convergir.",mark
"Às vezes cheguei a ser radical e sectária, mas aprendi que a gente só interfere se estiver dentro do barco», declarou a ex-prefeita à imprensa paulista, ao justificar a sua presente decisão.",mark
"O mundo está a tornar-se «amigo das mulheres», mas as salas dos conselhos de administração não.",expl
"De acordo com o processo, Craveiro Lopes fora detido, meses antes, por aqueles polícias «por factos susceptíveis de integrarem ilícito criminal», após o que terá dito aos microfones ser «inconcebível que, nas mãos de homens sem qualquer escrúpulo, se deposite poder».",nsubj
"O tribunal considerou, porém, que as afirmações de Craveiro Lopes «são objectiva e subjectivamente difamatórias e susceptíveis de atingir senão a essência da personalidade destes, pelo menos o património do seu bom nome, do crédito e da confiança por eles adquiridos enquanto pessoas, cidadãos e agentes da autoridade numa comunidade pequena onde todos se conhecem».",expl
"Em declarações à Lusa, Craveiro Lopes disse que se limitou a tornar «públicas situações de perseguição que ainda perduram».",expl
Já se definiu uma vez como «moço de recados» de Deus.,expl
"Dentro dos filmes (curtas e médias metragens de 17 países) sobre temáticas actuais destaca-se a presença de «Black Harvest» de Bob Connoly (Austrália), «Aspen» de Frederick Wiseman (EUA), «Face Value» de Johan Van Der Keuken (Holanda) e «Das Ungehobelte Pack» de Nana Swiczinsky (Áustria).",expl
"Também Portugal se encontra representado com a estreia mundial de «Crenças e Lendas» de João Soares Tavares, obra inscrita na retrospectiva RTP, homenageada nestes III Encontros.",expl
"O ministro -- que referiu representarem as receitas do porto de Sines 12 por cento do produto interno bruto do Alentejo, assegurando cerca de 4200 postos de trabalho -- elogiou a «boa colaboração» entre a autarquia local, a Câmara de Sines, e a Administração do Porto de Sines, APS, afirmando que «em Sines disse-se pouco e fez-se muito», numa indirecta aos problemas entre a Administração do Porto de Lisboa e a câmara da capital.",nsubj
Não é porque todos os condutores fiquem subitamente atacados de uma febre Fittipaldi quando se sentem como que rodeados por algodão doce.,expl
"-- as duas estações que constituem o consórcio em causa -- Antena 1 e Rádio Renascença -- assumiram, desde o início dos contactos que estabeleceram entre si, que os programas a realizar por cada uma das partes se norteariam pelas características que as marcam: a RR, rádio privada, a Antena 1, rádio de serviço público;",expl
"até Setembro de 1998 vamos transmitir 104 (cento e quatro) programas, pelo que me parece ser cedo para se proceder a uma análise das emissões;",nsubj
"Com participação de elementos do grupo, neste caso Tó Pereira, será lançado pela Tribal um CD só com trabalhos da Kaos (os temas incluídos deverão repartir-se entre os primeiros lançamentos e os mais recentes) misturados numa «megamix» de Tó Pereira.",expl
"Ainda deste, aqui sob o nome de DJ Vibe, irá ser lançado já em Janeiro um maxi-single já anunciado pela Kaos, a que se juntarão os dos Urban Dreams e Tó Ricciardi.",expl
"Já a exploração das áreas comerciais, que se vão distribuir por três pisos -- o rés-do-chão, o primeiro piso e um «mezzanino» -- está ainda por definir a quem irá ser atribuída.",expl
"Se quiser telefonar -- serviço manual -- para o Transkei prepare-se para pagar 51000 por minuto, o mesmo que, por exemplo, para o Afeganistão, Qatar, Gâmbia, Brunei ou Honk-Kong.",obj
"Já se quiser falar, ainda por serviço manual, para Trindade e Tobago, Tortola, Estados Unidos, Jamaica ou Austrália, o custo por minuto será de 34000.",mark
Cavaco queixa-se do «Semanário»,expl
"Em termos de unidades vendidas, se se venderam cerca de 145 mil LP de preço máximo, em CD, na mesma escala de preço, venderam-se quase 405 mil -- uma discrepância que se acentua na facturação (176 mil contos em LP de preço «top» contra cerca de 817 mil contos em CD também de «top»), devido ao segundo formato ser vendido sensivelmente pelo dobro do primeiro.",expl
"Define a maioria absoluta como um objectivo, mas, se não a atingir, isso também não será para si uma derrota ...",mark
Militantes comunistas encontraram-se em público e exigiram a antecipação do XIV Congresso.,expl
"Com uma carteira de títulos obrigatória para o estudo da obra nemesiana -- «Vitorino Nemésio. A Obra e o Homem», ed. Arcádia, 1978, «Temas Nemesianos», ed. Angra, 1981, e «Vitorino Nemésio -- à Luz do Verbo», ed. Vega, 1988, além de ter prefaciado vários livros para a Imprensa Nacional-Casa da Moeda, que está a publicar as Obras Completas --, Martins Garcia encontrou-se pela primeira vez com Vitorino Nemésio num exame.",expl
"Actualmente a leccionar Teoria da Literatura e Literatura Portuguesa na Universidade dos Açores (doutorou-se, em 1985, com a tese «Fernando Pessoa: ' Coração Despedaçado '»), tem sido -- a par de David Mourão-Ferreira, António Manuel Machado Pires, Fátima Morna e Maria Margarida Maia Gouveia -- um dos investigadores que mais tem contribuído para que Nemésio não caia no esquecimento.",expl
"Contactado pelo PÚBLICO, o médico confirma ter entregue os medicamentos «a um senhor que se calhar facilitou e despejou [ o lixo ] de qualquer maneira».",case
"Esta é, para David Paiva, uma justificação suficiente para não se considerar «directamente responsável» pela situação criada.",expl
"Apesar da evidência do perigo, David Paiva, limita-se a notar que «não se tratam de lixos do tipo hospitalar.",expl
"Ou seja, podem não cumprir o fim para o qual são indicadas mas não deixam, por isso, de constituir perigo se forem ingeridos.",mark
"«E a quota do tomate», perguntou, a dada altura do caos em que se transformou a discussão sobre uma reforma que apenas contempla os sectores das culturas arvenses, do leite, da carne bovina e do tabaco.",expl
"O representante do Governo voltou a insistir nos insinuantes ataques à CNA, «uma organização tutelada pelo PCP», como se este dado fosse relevante para a matéria em causa;",cop
"o delegado da CAP insistiu nas utopias da dependência dos agricultores, face ao Estado, como se os actuais preços garantidos na Europa não fossem igualmente uma dádiva política;",fixed
"o homem da CNA, repetiu a confrangedora ideia que o documento inicial da reforma protegia as explorações extensivas e que o documento final as penalizava, quando, afinal, poucas linhas se alteraram nesta questão.",expl
"«Em cerca de 600 sismos no continente, só em dez a 12 por cento se conseguia calcular os parâmetros sísmicos».",nsubj
Com a rede digital detectaram-se sismos de magnitude inferior a dois».,expl
"E aí tem de se haver com o computador, que lhe cobra os dois!",expl
É tão gira que a empresa que a comercializa se chama Coisas Giras.,obj
"Mostrando dúvidas quanto à interpretação da lei que revogou a obrigatoriedade do PR ouvir o CEMGFA na recondução de um chefe de ramo, Sampaio, disse o líder do PSD-Madeira, terá agido bem, já que, sublinhou, «uma carta daquelas não se escreve ao Presidente da República».",nsubj
"Depois, Jardim aproximou-se da tese defendida pelo PCP, da exigência da demissão de Veiga Simão, ao defender que o actual ministro da Defesa, com Marcelo Caetano já dera «cabo da Educação».",expl
"A Grã-Bretanha estará preparada para impor o seu domínio directo sobre Gibraltar, para controlar a banca e o sistema legal respectivos, numa tentativa para acabar com as alegações de que a colónia se transformou num centro de lavagem de dinheiro, informou ontem o jornal Sunday Telegraph.",expl
"Pouco a pouco, foi-se esquecendo em grande parte o objectivo primordial que para ali levara norte-americanos, paquistaneses, italianos e outros soldados de meio mundo: distribuir comida a muitos africanos que estavam perigosamente à beira da morte.",expl
"E a situação passou a ser, em primeiro lugar, a de um confronto cada vez mais agudo entre a força expedicionária estrangeira e as milícias locais, muito em particular a de Aidid, que se tem feito passar por um nacionalista e um paladino da cultura islâmica.",expl
"O ataque aéreo de ontem, em que participaram nove helicópteros, e a operação terrestre que se lhe seguiu fizeram com que somalis furiosos tivessem morto um fotógrafo da agência Reuter, o anglo-americano Dan Eldon, de 22 anos, e outro da Associated Press, o alemão Hansi Krauss, de 30, estando ainda por confirmar a morte de mais um fotógrafo, Hos Maina, e de um operador de som da Reuters Television, Anthony Macharia, ambos quenianos.",expl
"Para medir a largura da região emissora da radiação, os astrónomos utilizaram, como se se tratasse de uma autêntica lente de aumentar, a bolha de gás em expansão que envolve o pulsar.",expl
O gás também constitui um dos restos da supernova e encontra-se em expansão sob o efeito da onda de choque gerada pela explosão.,expl
"Segundo o assessor científico do primeiro-ministro indiano, Atal Behari Valpayee, trata-se de um Agni melhorado, com um alcance de 2500 metros, num «estado avançado de desenvolvimento» e cuja produção já recebeu a aprovação do Governo.",expl
